odf_name,odf_calories,odf_carbs,odf_sugar,odf_protein,odf_fat,odf_update_dt
탱글란프레쉬,138,5,0,15,6.5,2024-04-18
탱글탱글깐메추리알,164,4,0.1,12.1,11,2024-07-31
고메칠리핫도그피자,263,28.6,6.51,10.47,11.86,2022-12-29
고메고르곤졸라피자,314,28.77,5.61,13.33,16.14,2021-06-30
고메그릴피자디아볼라,285,32,6,13,11.67,2021-06-30
고메그릴피자불고기,258,31.94,5,12.5,8.89,2021-06-30
고메그릴피자콤비네이션,257,28.19,3.86,10.6,11.33,2021-06-30
영일반숙란,129,0.6,0.4,13.8,8,2024-01-05
의성마늘구운계란,163,0,0,15,11.25,2024-03-22
자연을품은깐메추리알,168,1.68,0,14.12,11.64,2024-03-18
착한엄마의선택깐계란,135,4.3,0,12,8,2024-03-21
착한엄마의선택깐메추리알,140,3,1,12,9,2024-03-21
착한엄마의선택염지란,200,6.33,4.33,17.33,11.33,2024-03-18
찬란유정구운란,157,2.86,0,14.29,9.71,2024-02-19
포프리깐계란,135,4.3,0,12,8,2024-03-29
포프리완숙란,152,0.32,0,14,9,2024-02-16
가농구운란비타민1+등급,150,0,0,12.5,10.25,2024-05-21
가농구운란비타민1+등급,150,0,0,12.5,10.25,2024-05-24
간편하게요리하는깐계란,119,1.5,0,12.1,7.2,2024-07-16
구운란,177,2,0,17.67,11,2024-04-15
구운왕메추리알,140,4.3,1,12,9,2024-07-03
금쪽같은구운유정란,50,0.4,0,5.5,3.3,2024-07-10
깐계란,130,3,0,12,8,2024-04-15
깐계란,128,0,0,14,8,2024-04-26
껍질벗긴계란,130,2,0,13,8,2024-04-27
껍질벗긴메추리알,140,2,0,12,9,2024-04-27
동물복지깐계란,130,3,0,12,8,2024-06-05
동물복지유정구운란기획세트,155,4,0,15,9,2024-07-24
조인메추리알장조림,105,6,3,7,6,2024-08-20
강원설악구기자발효진액골드,77,18.57,8.57,0,0,2023-12-22
탱글탱글깐메추리알,164,4,0.1,12.1,11,2024-08-01
건강찬스오미자진액,101,25.2,15.3,0.1,0,2023-12-22
행복한맛남계란찜,80,3,0.62,6,4.9,2024-09-13
경록고흑삼고,300,71.33,10.67,1,0,2023-12-22
행복한맛남일식계란말이,145,9,0.68,9,8,2024-10-23
경록고흑삼천,290,71.25,10.83,1.25,0,2023-12-22
메추리알병아리콩조림,174,16.67,1.33,11.33,7.2,2024-02-21
고려6년근발효흑삼정데일리밸런스타임,287,66.67,26.67,0,0,2023-12-22
계란찜,135,10,3,10,6,2024-07-03
고려꿀유자차,253,61.7,57.9,1.2,0.19,2023-12-22
계란찜,135,10,3,10,6,2024-09-11
고려흑삼정스틱골드금송,213,52.54,9.27,0.57,0.04,2023-12-22
1단계분유,508,56.88,49.01,12.41,25.75,2015-12-31
고성발효꾸지뽕흰꽃민들레진액,24,4.93,4.29,1,0.09,2023-12-22
2단계분유,506,56.93,49,12.63,25.38,2015-12-31
고향꿀유자차,270,67,61,1,0,2023-12-22
3단계분유,477,56.04,43.85,16.91,20.65,2015-12-31
곡물양파껍질차,1,0.06,0,0,0.03,2023-12-22
비락전지분유,510,38,38,26,28,2020-06-30
포켓감자에그샐러드,139,13.33,1.11,4.44,7.78,2023-12-22
포켓에그샐러드,244,4.44,0,8.89,21.11,2023-12-22
홀그레인에그필링,200,11,6,10,13,2023-12-22
eggis맛나는알찬지단채,187,10.9,0.31,16.22,8.77,2024-01-18
포프리골드식물성원료영양구운96,156,2.8,0,14.8,9.6,2024-03-20
포프리골드식물성원료영양반숙,138,0.32,0,14,9,2024-03-20
하얀계란바,50,1.43,0,11.43,0,2024-02-07
굵은고명채,152,5,0.72,13.15,8.72,2024-07-17
나린뜰싱싱계란지단,165,4.62,0.52,15.14,9.58,2024-06-21
Enlivens경옥고프리미엄스틱,266,62,17,1,1,2023-12-22
LGP수,28,5.89,5.87,0.28,0.33,2023-12-22
탱글탱글메추리알장조림,118,9,8,7,6,2024-04-30
PAGIVPMIGRBMComplexⅡ,4,0.94,0,0.1,0.07,2023-12-22
펩타이드감자버터에그샐러드,210,12,6,9,14,2024-07-26
PAGIVPMIGRBMComplexⅠ,5,0.9,0,0.09,0.05,2023-12-22
펩타이드닭가슴살메추리알계란장,100,9,6,8,3.2,2024-07-26
PT수,24,5.42,5.38,0.23,0.13,2023-12-22
펩타이드플레인에그샐러드,215,12,4,10,14,2024-07-26
ShinsunmiHoneyCitronTea,260,65,55,0,0,2023-12-22
포프리마법장,137,18.8,12.32,6.93,3.8,2024-05-01
찹쌀아몬드호떡,291,58.88,21.84,7.14,2.98,2023-12-22
앵그리꼬꼬피자,243,28.26,6.52,11.59,9.42,2021-06-30
양송이피자,227,22.47,2.47,7.67,11.78,2020-06-30
엑스트라보글리아포치즈피자,242,28.06,3.33,11.11,9.44,2021-06-30
오그래잇갈릭체다피자,300,37,5,10,13,2021-06-30
오그래잇고르곤졸라피자,283,42,6,9,9,2021-06-30
오그래잇베이컨포테이토피자,233,28.46,3.85,10.77,8.46,2021-06-30
오그래잇불고기피자,250,34.4,4.8,12,7.2,2021-06-30
오그래잇페퍼로니피자,226,30,2.31,10.77,6.92,2021-06-30
오뚜기6포르마지피자,273,28.89,3.46,12.59,11.85,2021-06-30
오뚜기고르곤졸라씬피자,313,30.21,1.39,14.93,14.58,2021-06-30
오뚜기머쉬룸스테이크피자,223,25.58,3.02,9.3,9.3,2021-06-30
오뚜기불고기맥스피자,263,31.33,7.33,9.33,11.33,2021-06-30
오뚜기불고기피자,279,32.58,4.04,12.12,11.11,2021-06-30
오뚜기불고기피자UNO,267,29.44,3.89,12.22,11.11,2021-06-30
오뚜기쉬림프스테이크피자,255,28.14,6.74,10,11.4,2021-06-30
오뚜기쉬림프피자,273,29.53,2.73,10.67,12.41,2021-06-30
오뚜기슈퍼슈프림피자,270,32.83,5.65,8.04,11.74,2021-06-30
오뚜기올미트콤보피자,259,26.59,2.82,11.53,11.76,2021-06-30
오뚜기콤비네이션피자,247,32.67,2.67,9.33,8.67,2021-06-30
오뚜기콤비네이션피자UNO,254,27.18,4.1,10.77,11.28,2021-06-30
오뚜기페페로니피자,277,32.18,1.86,11.7,11.17,2021-06-30
시카고리얼불닭피자,238,20.79,2.89,15,10.53,2021-06-30
시카고리얼쉬림프피자,239,25.07,5.33,10.4,10.93,2021-06-30
시카고리얼치즈피자,270,24.79,5.63,15.21,12.11,2021-06-30
시카고리얼페페로니피자,263,24.05,5.41,15.41,10.81,2021-06-30
시카고오리지널피자,299,30,2.14,11.43,15,2021-06-30
시카고치즈폭탄피자,332,35.71,2.14,11.43,15.71,2021-06-30
신선도원치즈크러스트포테이토베이컨피자,277,20.67,3.33,14.67,15.33,2021-06-30
신선도원콤비네이션피자,237,29.33,3.33,11.33,8.67,2021-06-30
심플리쿡베이커리미니피자턴오버,395,36,2,9,24,2021-06-30
쌀피자빵,276,40,8.57,4.29,10.71,2021-06-30
쏘렌티나모짜렐라토마토,233,34,5.4,10,5.9,2021-06-30
씬고르곤졸라피자,304,25.26,1.75,15.44,16.49,2021-06-30
씬불고기피자,259,28.06,1.39,12.22,11.67,2020-06-30
씬크러스트피자도우(12인치),349,51,1.3,7.9,12.5,2020-06-30
씬크러스트피자베이스G,370,56.1,3.2,9.8,11.8,2021-06-30
씬크러스트피자베이스G,370,56.1,3.2,9.8,11.8,2020-06-30
아시안노밋피자알로하,204,35.29,5.29,5.29,5.29,2022-12-29
아시안노밋피자포테이토,218,37.06,4.12,5.29,5.88,2022-12-29
애슐리고구마딥디쉬피자,273,33.25,4.64,11.34,10.57,2021-06-30
애슐리시카고피자치즈볼,297,41.29,10,6.45,11.94,2021-06-30
애플고르곤졸라피자,256,34.55,9.09,10.91,8.18,2021-06-30
빅아메리칸즈풀드포크,220,33.81,5.71,9.52,5.24,2021-06-30
빅이지포켓콤비네이션&치즈피자,245,34,6,11,8,2021-06-30
빅이지포켓콤비네이션치즈피자,263,35,5,10,8.75,2021-06-30
빕스고르곤졸라피자,233,36.67,6.67,5,7.5,2019-06-30
쁘띠불고기피자,254,17.78,4.44,12.22,14.44,2021-06-30
사조그릴드피자불고기,244,28.97,3.33,12.82,8.46,2021-06-30
사조그릴드피자콤비네이션,241,30.62,1.73,11.36,8.15,2021-06-30
사조그릴드피자트리플치즈,274,34.17,3.89,15,8.61,2021-06-30
샐러드피자두판,205,22,4,10,8,2021-06-30
소시지피자빵,268,25.71,8.57,4.76,16.19,2020-06-30
수제그릴드피자불고기,249,34.25,2.75,11.75,7.25,2020-06-30
수제피자,200,20.7,0.1,12.8,7.4,2021-06-30
쉬림프갈릭피자,220,28.69,1.64,9.84,7.38,2021-06-30
쉬림프피자,206,27.22,4.12,10.31,6.19,2021-06-30
슈퍼슈프림메트로피자,230,26.67,6.67,10,9.33,2021-06-30
스윗포테이토허니멜로피자,293,34.67,10,10,12.67,2020-06-30
스윗포테이토허니멜로피자,293,34.67,10,10,12.67,2021-06-30
스파이시미트러버피자,238,26.77,2.77,12.62,8.92,2021-06-30
스파이시콤비네이션피자,257,27.65,4.41,12.06,10.88,2021-06-30
시카고리얼베이컨포테이토피자,226,25,7.25,12,8.5,2021-06-30
시카고리얼불고기피자,263,29.19,2.97,13.51,10.27,2021-06-30
부드러운순살찜닭(S),111,15.77,6.29,4.3,3.38,2024-11-07
비비고안동식간장찜닭,99,11.72,1.86,7.86,2.29,2024-10-11
비비고춘천식철판닭갈비,125,13.72,3.57,7.29,4.57,2024-10-11
새우고기완자,117,10.4,0.8,14.93,1.8,2024-11-01
서울식한우소불고기,89,11.9,5.21,6.12,1.93,2024-11-26
설렁탕,23,0.25,0.13,2.75,0.88,2024-10-30
식자재왕미니소떡,206,27.5,1.25,10,6.13,2024-08-12
식자재왕착한멘치카츠,230,15,2,11,14,2024-10-04
실속미트볼,232,12.18,3.78,10.7,15.57,2024-11-20
쌉쌉카오카무,246,7.4,7.4,7.8,20.6,2024-08-30
야채더한한돈제육볶음,171,8,8,11,11,2024-10-14
양념소불고기(벌크),222,12.1,7.1,11.7,14.2,2024-09-11
양념순살닭강정,364,29.2,12.8,9.6,23.2,2024-09-14
오리깻잎불고기(S),138,9.46,5.32,7.4,7.82,2024-11-07
오징어불고기(S),123,14.28,5.84,10.46,2.64,2024-08-30
올뉴빅닭강정,53,6.17,3.33,1.17,2.67,2024-09-14
올뉴빅닭강정,53,6.17,3.33,1.17,2.67,2024-09-12
올뉴빅닭강정,320,37,20,7,16,2024-09-12
올인원프로틴오리지널,143,8.57,2.86,20,3.43,2024-08-29
육즙가득볼카츠,100,10,0,10,2,2024-09-05
임금님표이천쌀소떡,338,47,2,12,11,2024-09-06
노브랜드후라이드닭껍질,575,36.67,5,16.67,40,2024-10-24
대박동그랑땡,221,7.45,2.49,10.43,16.58,2024-09-25
더반찬한돈보쌈수육,155,14,10,12,9,2024-10-30
도톰바삭카츠,250,24,3,9,13,2024-09-19
동물복지돼지로만든미트볼,189,10.67,8,8,12.67,2024-10-08
동물복지돼지로만든함박,221,6,6,7.33,18.67,2024-10-08
동추원한우,191,0,0,35.73,5.33,2024-11-12
뚝배기불고기,18,1.9,0.7,1,0.7,2024-11-12
맛동산꼬치,221,26.32,3.16,8.42,9.47,2024-09-25
맛있게매콤한치즈육포,357,24.55,14.28,31.7,14.69,2024-11-06
매콤곱창볶음,180,14,11,9,10,2024-08-12
매콤한오삼불고기,235,7,5,14,17,2024-11-15
명품한우불고기,489,27,17,32,28,2024-08-23
모둠튀김꼬치,243,34,1.5,10,8,2024-08-03
미트볼,1130,97,31,44,63,2024-11-20
백두황제갈비찜,122,14.34,4.79,6.26,4.45,2024-09-05
버터갈릭소코순살치킨,225,20,6,14,13,2024-11-07
베리달콤치킨카츠,280,20.76,5.37,12.25,16.25,2024-09-09
봄이제육볶음,273,13.4,6.28,11.73,19.17,2024-10-01
부드러운간장돼지불고기(S),94,10.76,6.28,7.1,2.46,2024-08-14
부드러운순살닭갈비(S),123,12.7,6.16,8.96,4.08,2024-11-29
쫄깃한편육,252,7.99,0,21.72,14.77,2024-04-22
쫄깃한편육,168,5.33,0,14.48,9.85,2024-04-16
쿠즈락앳홈매콤까르보닭강정,240,22,6,10,12,2024-04-25
쿠즈락앳홈매콤까르보닭강정,240,21,5,11,13,2024-04-25
쿠즈락앳홈매콤달콤닭강정,265,33,13,10,11,2024-04-25
쿠즈락앳홈양념닭강정,265,31,12,11,11,2024-04-25
한돈치즈육포,310,19,13,45,5.2,2024-04-16
HK등심치즈말이(국내산),205,6.55,0.26,21.93,10.49,2024-08-30
HK등심치즈말이(수입산),205,6.55,0.26,21.93,10.49,2024-08-30
HK치즈돈까스250,213,19.57,0.74,15.4,7.82,2024-08-30
SL함박까스,195,22,3,12,7,2024-10-29
갈떡-H,225,27.82,2.86,12.05,7.31,2024-11-05
갈비맛닭강정,369,27.35,4.9,10.61,24.08,2024-08-27
갈비맛닭강정,369,27.35,4.9,10.61,24.08,2024-08-29
갈비맛닭강정,369,27.35,4.9,10.61,24.08,2024-09-03
고구마치즈돈까스,195,23,5.5,11,6.5,2024-09-13
고메치즈함박스테이크,215,11,6,9,15,2024-10-29
고메함박스테이크,210,14,13,9,13,2024-10-29
교동소고기장조림,96,8.69,8.43,12.36,1.26,2024-09-23
깐풍기,205,25,3,8,8,2024-08-29
꼬꼬찜닭,120,17.15,3.75,5.75,3.15,2024-11-29
동그랑땡반죽,248,17.29,1.16,11.9,14.59,2024-04-25
뚝배기불고기,120,16,9.5,10,1.8,2024-04-29
라이옥보솟방,61,4,2,9,1,2024-06-21
렌지쿠캣안동식간장찜닭,151,18.6,5.7,11.6,3.4,2024-04-29
매콤하게맛있는치즈육포,357,24.57,14.29,31.43,14.29,2024-04-30
볶음김치치즈롤카츠,220,9,1,12,15,2024-04-19
본죽Premium소고기견과육포,380,31,11,27,17,2024-07-30
부드럽고고소한치즈육포,369,25.71,11.43,34.29,14.29,2024-04-30
불낙전골,62,5.39,0.78,4.77,2.38,2024-04-17
성수동905달콤닭강정,246,25.6,3.8,13.2,10.1,2024-04-26
소불고기B,125,10,9,11,4.4,2024-04-09
스윗소코순살치킨,250,23,9,12,12,2024-04-01
양념찜닭,193,7,2,13,12,2024-04-16
연돈볼카츠세트,100,10,0,10,2,2024-04-19
연돈치즈볼카츠세트,100,10,0,10,2,2024-04-18
오늘에안주한우된장술밥,39,1.32,0,7.17,0.55,2024-04-15
오늘에안주한우매콤술밥,54,3.37,1.04,2,3.66,2024-04-19
온작통치즈돈까스,100,10,0,10,2,2024-04-17
와후소스가득치즈함박,217,6.85,3.99,16.51,13.7,2024-04-09
와후소스가득함박,220,7.46,3.99,16.19,13.9,2024-04-09
제육불고기B,170,13,9,13,7,2024-04-09
델리아삼겹플레터,306,9.4,8.9,9.43,25,2023-12-22
레디쿡30더블치즈등심돈까스,334,16,1,13,24,2023-12-22
리얼바삭치즈돈까스,334,16,1,13,24,2023-12-22
미니치킨까스,285,22,2,11,17,2023-12-22
미즈황푸드통등심왕돈가스,300,10,10,22.5,17.5,2023-12-22
미즈황푸드통등심치즈돈가스,300,10,10,22.5,17.5,2023-12-22
식자재왕플러스볼카츠,167,21.62,4.65,12.02,3.58,2023-12-22
아워홈버거헌터함박스테이크,185,4,4,8,15,2023-12-22
오리지날아몬드빠삭이포,459,45,36,36,15,2023-12-22
우리쌀한우스테이크,184,20.07,8.6,9.83,7.19,2023-12-22
원주식손말이고기,98,10.04,1.84,3.69,4.92,2023-12-22
원주식손말이고기(대파),165,17.66,1.28,3.4,10,2023-12-22
원주식손말이고기(새우),151,14.02,3.77,6.07,7.74,2023-12-22
전통순살닭강정,338,29.52,7.62,7.62,20.95,2023-12-22
칠리아몬드빠삭이포,419,45,34,35,11,2023-12-22
콘치즈달콤돈까스,282,22,2,10,17,2023-12-22
탐육콘콘함박스테이크,218,16.8,9.51,13.05,10.91,2023-12-22
한끼덮밥깻잎닭갈비,185,9.46,3.99,14.57,9.83,2023-12-22
곰곰동그랑땡,194,15.4,3.5,10.5,10,2024-04-26
대상육포분말,330,23.33,16.67,33.33,10,2024-07-24
대왕육전,1227,243.35,2.67,52.67,11.33,2024-04-15
한우한마리찐곰탕,24,0,0,4.15,0.65,2024-11-15
해든나라옛맛육개장,30,3.5,0.5,2.3,0.8,2024-11-18
BBQ소고기함박&야채,144,8.57,5,15,5.71,2022-12-29
Chefood서울식버섯소불고기전골,122,4,4,6.55,8.73,2022-12-29
DIY만두요리교실고기만두소,181,12.5,1.75,9.25,10.5,2022-12-29
고메바삭쫄깃한사천탕수육,260,26,11,8,14,2022-12-29
고메바삭쫄깃한탕수육,205,25,13,8,8,2022-12-29
고메토마토미트볼,210,9,6,10,15,2022-12-29
꼬마돈까스,360,17,2,10,28,2022-12-29
더부드러운돼지고기장조림,88,8.5,3,11,1.1,2022-12-29
더부드러운소고기장조림,113,8.5,3.5,14.5,2.15,2022-12-29
더부드러운함박스테이크,156,10,4.12,11.18,7.65,2022-12-29
블럭치즈돈카츠,293,10.71,0,19.29,20,2022-12-29
소고기찹스테이크,124,3.98,3.64,9.49,7.78,2022-12-29
조선호텔꿔바로우,220,29,0.25,6.33,8.67,2022-12-29
조선호텔탕수육,228,22.33,0.33,10,11,2022-12-29
중화식제육덮밥소스,170,10.5,6,9.5,10,2022-12-29
춘천식양념닭갈비,158,8.57,5.71,12.5,8.21,2022-12-29
크리스피불고기만두카츠,332,30.83,3.89,5.28,20.83,2022-12-29
흑마늘순살찜닭,89,10.43,2.61,10.43,0.57,2022-12-29
바른잡채호떡,232,36.57,6.14,4.68,7.44,2024-04-01
제주마력정,281,62.09,62.09,7.92,0,2024-11-15
"조가네맑은갈비탕(700g,멸균)",56,1.3,0.2,6.8,2.6,2024-11-06
지리산흑돼지모둠국밥,77,1.52,0,6.13,5.14,2024-11-20
착한들삼계탕,88,3.06,0.24,7.76,4.94,2024-11-26
착한들삼계탕,90,3.53,0.12,8.82,4.47,2024-11-12
참스토리대단한왕갈비탕,65,2.38,0,4.63,4.13,2024-11-19
초록마을흑염소진액스틱고농축,15,3,2,0.5,0.03,2024-11-01
총체보리한우장조림,170,6.22,4.6,17.3,8.11,2024-11-09
침향흑염소진액,40,9.07,3.59,0.76,0.02,2024-11-01
통닭다리백숙죽(멸균),81,7.17,0,6.67,2.83,2024-11-20
퍼담은한우소머리국밥,42,0.6,0.2,6.6,1.4,2024-11-11
푸코스설렁탕육수,38,0,0,5.33,1.78,2024-11-09
한우곰국,19,0.19,0,2.6,0.9,2024-11-06
한우농축액-M,304,0.01,0,22.16,23.93,2024-11-18
한우맑은곰탕,33,0.74,0.11,4.59,1.33,2024-11-14
한우무국,30,1.92,0,1.79,1.71,2024-11-26
한우미소곰탕,8,0,0,1.63,0.2,2024-11-28
한우본연곰탕,31,0.03,0.02,5.34,1.03,2024-11-30
한우소머리국밥,35,0.36,0,5.43,1.27,2024-11-13
한우소머리국밥,37,2.43,0,2.98,1.68,2024-11-26
한우육수,85,12,1,3,2,2024-11-14
뿌려킹치벅,280,30.32,5.81,13.55,11.61,2020-06-30
바나듐여주진액,5,0.75,0,0,0,2022-12-29
상하이치킨버거,253,28.21,5.56,11.11,10.68,2019-06-30
바로생활유기농양배추진액,28,5.56,4.44,1.11,0,2022-12-29
새떡새떡버거,233,24.62,6.15,8.21,11.28,2021-06-30
바로이즙배도라지진액스틱,100,20,20,2,0.3,2022-12-29
새우버거,257,32.41,2.76,6.9,11.03,2021-06-30
발효숙성울금150,45,9,8,0.75,0,2022-12-29
소시지스크램블슬라이더,314,19.29,5.71,7.86,22.86,2020-06-30
발효숙성흑도라지400,44,11.25,10,0,0,2022-12-29
수원식왕갈비치킨버거,274,29.33,4,10.67,12.67,2021-06-30
발효숙성흑마늘600,50,11.25,6.25,0.94,0,2022-12-29
수원식왕갈비치킨버거,274,29.33,4,10.67,12.67,2020-06-30
발효약도라지오곡청,240,60,30,2,0,2022-12-29
순살쏘이치킨버거,215,16.86,4.65,7.56,12.79,2020-06-30
배.도라지청,322,77.78,22.22,0,0,2022-12-29
숯불갈비맛버거,253,26.67,6,10,12,2021-06-30
배도라지수세미,125,30,20,0,0,2022-12-29
숯불갈비맛벅,250,29.44,6.67,8.89,11.11,2020-06-30
배도라지스틱,80,20,13.33,0,0,2022-12-29
쉬림프크랩버거,253,30.9,5.15,6.3,11.6,2020-06-30
문경자일로스오미자청,180,45,39,0,0,2024-06-03
빅시그니처비프버거,248,25.37,5.97,11.94,10.95,2022-12-29
문경순오미자,16,4,1,0,0,2022-12-29
빅치즈불고기버거,292,22.82,5.34,11.17,17.48,2020-06-30
문응주`s베리담은마옥고,100,20,10,0,0,2022-12-29
빅치즈불고기버거,270,23.98,4.08,8.16,15.82,2021-06-30
물넣지않은유기농자색양파즙,25,5,5,1.25,0,2022-12-29
빅클래식불고기버거,259,25,7.33,11.64,12.5,2022-12-29
미인화이바매실티,340,84,60,0,0,2022-12-29
빅통모짜비프버거,258,23.18,6.82,9.55,14.09,2022-12-29
미인화이바오미자티,300,76,68,0,0,2022-12-29
빅통살치킨버거,231,25.25,3.96,8.42,10.89,2020-06-30
미인화이바한라봉티,300,76,60,0,0,2022-12-29
빅페퍼마요직화불고기버거,258,24.55,8.18,7.27,14.55,2022-12-29
미타임산삼대추즙,53,11.43,11.43,0.86,0,2022-12-29
빅핫치킨버거,245,28.9,5.05,7.8,11.01,2021-06-30
미타임생강대추즙,50,11.43,10.57,0.86,0,2022-12-29
빅화이트갈릭불고기버거,244,27.84,6.82,11.36,9.66,2021-06-30
미타임황실대추즙,47,11.43,10.57,0.71,0,2022-12-29
빽햄롱롱버거,256,23.15,4.17,11.57,12.96,2021-06-30
민들레엉겅퀴프리미엄,13,3.75,0.94,0.31,0.13,2022-12-29
불고기햄버거,215,27.78,2.78,8.33,6.94,2021-06-30
몸에좋은목편각배도라지차,2,0.4,0,0,0,2022-12-29
불새롱버거,266,28.81,6.21,9.6,12.43,2021-06-30
몸에좋은헛개100,31,7.5,7.5,0.25,0.25,2022-12-29
불새버거,263,26.59,6.94,7.51,13.87,2021-06-30
몸에좋은미인라인옥수수차,0,0,0,0,0,2019-06-30
불오징어버거,238,25.63,6.88,10,10.63,2021-06-30
몸에좋은옥수수수염차,0,0,0,0,0,2019-06-30
불타는버건디,193,21.47,2.26,9.04,7.91,2021-06-30
몸에좋은옥수수수염차,0,0,0,0,0,2019-06-30
비프&불고기버거,272,22.56,6.67,9.74,15.9,2021-06-30
몸이가벼워지는시간17차,0,0,0,0,0,2019-06-30
빅&더블버거,261,27.84,5.13,10.99,11.72,2021-06-30
몸이가벼워지는시간17차오리진,0,0,0,0,0,2020-06-30
빅더블불고기치즈버거,204,17.07,6.5,4.88,13.01,2021-06-30
몸이맑아지는시간17차,0,0,0,0,0,2020-06-30
빅모짜치즈직화불고기버거,264,24.76,8.1,8.1,14.76,2022-12-29
무안황토자색양파즙,40,9.17,5,0.83,0,2022-12-29
빅불고기치즈버거,258,30.63,7.5,10,10.63,2020-06-30
문경오미자로만든차,50,12,12,0,0,2022-12-29
빅소불고기버거,183,19.44,4.76,6.75,8.73,2021-06-30
모과,303,74,46,0,1,2022-12-29
베이컨토마토디럭스버거,255,25.13,5.64,8.72,13.33,2021-06-30
모과지엔도라지지,120,30,20,0,0,2022-12-29
베이컨토마토비프버거,246,26.34,4.84,9.68,11.29,2022-12-29
모닝큐-골드,157,39,6,0,0,2022-12-29
보성녹돈등심돈까스버거,226,26,6.5,9,9.5,2021-06-30
목단비국화차,0,0,0,0,0,2019-06-30
불고기듬뿍버거,244,23.5,6.5,11.5,11.5,2020-06-30
목도라지청,292,69.29,50.07,3.14,0.07,2022-12-29
불고기버거,300,25.66,7.52,7.96,18.58,2020-06-30
목소리도맑음유기농,140,33,17,1.1,0.3,2022-12-29
불고기버거,183,26.48,2.05,8.22,5.02,2019-06-30
목애배도라지진액,267,66.67,50,0,0,2022-12-29
불고기버거,300,25.66,7.52,7.96,18.58,2021-06-30
목엔도라지,185,45,30,0,0,2022-12-29
불고기벅,231,31.72,5.52,11.03,6.9,2020-06-30
몸애쏙속유기농아이순한배도라지즙,30,0.7,0.6,0,0,2022-12-29
불고기앤치즈버거,304,40.83,4.17,7.5,12.5,2021-06-30
몸애쏙쏙유기농배도라지즙,50,12,9,0,0,2022-12-29
불고기오브레전드,268,29.41,9.41,5.88,14.12,2020-06-30
몸애쏙쏙유기농배도라지진액스틱,100,20,20,2,0.3,2022-12-29
모짜치즈볼불닭버거,295,23.89,10.56,11.11,17.22,2021-06-30
맑은얼굴루이보스,0,0,0,0,0,2022-12-29
모짜치즈볼제육버거,302,25.56,11.67,10,17.78,2021-06-30
맑은토마토365,11,2.09,1.5,0.68,0,2019-06-30
모짜치즈볼트리플치즈버거,318,23.03,7.88,11.52,20,2021-06-30
맑은하늘도라지차,0,0,0,0,0,2022-12-29
몽골리안스파이시포크버거,249,29.41,14.71,7.65,11.18,2021-06-30
맛있는도라지배즙,45,10,6.25,0.25,0,2022-12-29
미트볼칠리버거,222,27.84,5.68,9.66,7.95,2022-12-29
맛있는유기농양배추브로콜리즙,12,2.67,2.33,0,0,2022-12-29
미트칠리더블버거,258,28.11,3.78,9.73,11.89,2021-06-30
맛있는자색돼지감자즙,29,6,3,0.6,0,2022-12-29
바싹불고기버거,227,23.56,7.47,11.49,9.77,2021-06-30
맛있는호박즙,8,1.11,1.11,0,0,2022-12-29
버터에그스테이크버거,328,23.87,7.1,10.32,21.29,2021-06-30
맛있는흑마늘즙,24,5,5,0.38,0,2022-12-29
벚꽃돈가스버거,279,37.5,5,5.63,11.88,2021-06-30
매일매일건강한습관유기농보리차,0,0,0,0,0,2022-12-29
베스트빅불고기버거,242,26.67,6.67,9.78,10.67,2021-06-30
매일매일건강한습관작두콩현미차,0,0,0,0,0,2022-12-29
베이컨치즈치킨버거,256,27.62,3.94,12.38,10.65,2020-06-30
리틀미러클유기농그린티(녹차),21,4.85,4.85,0,0,2020-06-30
리얼에그&불고기버거,257,24.14,6.9,9.77,13.79,2020-06-30
리틀미러클유기농블랙티(홍차),12,2.73,2.73,0,0,2020-06-30
리얼통새우버거,196,31.25,4.38,5.63,5.63,2021-06-30
리틀미러클유기농화이트티(백차),15,3.64,3.33,0,0,2020-06-30
마시따,243,26.67,8,8,12,2020-06-30
립톤아이스티복숭아,30,8,8,0,0,2019-06-30
말랑카우크림치즈버거,187,20.33,7.14,7.69,8.24,2021-06-30
마리골드유자,250,63,60,0,0,2022-12-29
매콤달콤치즈불고기버거,253,30.67,10.67,8.67,10.67,2021-06-30
마미하트우리아이워터보리,0,0,0,0,0,2019-06-30
매콤데리야끼불고기버거,269,23.57,7.14,10,15,2020-06-30
마이니목엔배도라지,250,58.33,41.67,0.83,0.17,2022-12-29
매콤케이준치킨버거,241,21.79,3.21,10.9,12.18,2020-06-30
맑게우려낸누룽지,0,0,0,0,0,2022-12-29
매콤통살치킨버거,212,24.12,3.53,11.76,7.65,2020-06-30
맑은내일양파껍질차,0,0,0,0,0,2022-12-29
맵달버거,304,27.89,7.89,8.95,17.37,2020-06-30
맑은목배도라지생강스틱,125,25,16.67,0,0,2022-12-29
모짜렐라콘치즈버거,227,23.08,6.15,8.21,11.28,2020-06-30
맑은숨오리엔탈,0,0,0,0,0,2020-06-30
따순기미냉장한우수제버거,207,19,6,8,11,2021-06-30
딸기퐁당배도라지농축액스틱,108,25,16.67,0,0,2022-12-29
따순기미냉장호주산육우불고기수제버거,270,34,5,8,11,2020-06-30
레몬꿀차,244,60,60,0,0,2022-12-29
떠-블떡갈비버거,234,23.08,4.81,10.58,11.06,2020-06-30
레몬차,310,75.74,54.28,0,0.8,2022-12-29
떡갈비밥버거,183,26.19,2.38,5.36,6.55,2020-06-30
